PH_SEQ,PPPOS,A_AGE,A_SEX,A_MARITL,PRDTRACE,PEARNVAL,A_FNLWGT,region_id
10308.0,41.0,35.0,2.0,1.0,1.0,40000.0,0.0,1
10308.0,42.0,40.0,1.0,1.0,1.0,70000.0,0.0,1
10309.0,41.0,49.0,2.0,1.0,1.0,28001.0,0.0,1
10309.0,42.0,49.0,1.0,1.0,1.0,32001.0,0.0,1
10309.0,43.0,22.0,1.0,1.0,1.0,18000.0,0.0,1
10309.0,44.0,22.0,2.0,1.0,1.0,25000.0,0.0,1
10310.0,41.0,40.0,1.0,5.0,7.0,80000.0,0.0,1
10310.0,42.0,42.0,2.0,7.0,1.0,80000.0,0.0,1
10311.0,41.0,65.0,2.0,1.0,1.0,0.0,0.0,1
10311.0,42.0,68.0,1.0,1.0,1.0,0.0,0.0,1
10311.0,43.0,33.0,1.0,7.0,1.0,35000.0,0.0,1
10311.0,44.0,39.0,2.0,6.0,1.0,0.0,0.0,1
10311.0,45.0,13.0,2.0,7.0,1.0,0.0,0.0,1
10311.0,46.0,11.0,1.0,7.0,1.0,0.0,0.0,1
10311.0,47.0,40.0,2.0,7.0,1.0,40000.0,0.0,1
10311.0,48.0,40.0,1.0,7.0,1.0,32000.0,0.0,1
10311.0,49.0,8.0,1.0,7.0,1.0,0.0,0.0,1
10312.0,41.0,52.0,2.0,1.0,1.0,175000.0,0.0,1
10312.0,42.0,56.0,1.0,1.0,1.0,23000.0,0.0,1
10312.0,43.0,17.0,2.0,7.0,1.0,0.0,0.0,1
10313.0,41.0,42.0,1.0,1.0,1.0,47000.0,0.0,1
10313.0,42.0,42.0,2.0,1.0,1.0,70000.0,0.0,1
10313.0,43.0,12.0,2.0,7.0,1.0,0.0,0.0,1
10313.0,44.0,6.0,2.0,7.0,1.0,0.0,0.0,1
10314.0,41.0,42.0,1.0,1.0,1.0,32500.0,0.0,1
10314.0,42.0,44.0,2.0,1.0,1.0,25000.0,0.0,1
10314.0,43.0,14.0,1.0,7.0,1.0,0.0,0.0,1
10314.0,44.0,13.0,1.0,7.0,1.0,0.0,0.0,1
10314.0,45.0,12.0,1.0,7.0,1.0,0.0,0.0,1
10315.0,41.0,47.0,2.0,1.0,1.0,32000.0,0.0,1
10315.0,42.0,52.0,1.0,1.0,1.0,40000.0,0.0,1
10315.0,43.0,20.0,1.0,7.0,1.0,0.0,0.0,1
10315.0,44.0,18.0,1.0,7.0,1.0,0.0,0.0,1
10315.0,45.0,11.0,1.0,7.0,1.0,0.0,0.0,1
,,,,,,,,1
,,,,,,,,1
10318.0,41.0,36.0,2.0,1.0,1.0,0.0,0.0,1
10318.0,42.0,34.0,1.0,1.0,1.0,80000.0,0.0,1
10318.0,43.0,7.0,1.0,7.0,1.0,0.0,0.0,1
10318.0,44.0,6.0,2.0,7.0,1.0,0.0,0.0,1
10318.0,45.0,5.0,2.0,7.0,1.0,0.0,0.0,1
10319.0,41.0,44.0,1.0,1.0,1.0,120000.0,0.0,1
10319.0,42.0,43.0,2.0,1.0,1.0,100000.0,0.0,1
10319.0,43.0,23.0,2.0,7.0,1.0,62000.0,0.0,1
10319.0,44.0,19.0,2.0,7.0,1.0,24000.0,0.0,1
10319.0,45.0,9.0,1.0,7.0,1.0,0.0,0.0,1
10320.0,41.0,54.0,2.0,1.0,2.0,30000.0,0.0,1
10320.0,42.0,58.0,1.0,1.0,2.0,0.0,0.0,1
10320.0,43.0,12.0,1.0,7.0,2.0,0.0,0.0,1
10320.0,44.0,10.0,1.0,7.0,2.0,0.0,0.0,1
10320.0,45.0,10.0,2.0,7.0,2.0,0.0,0.0,1
10321.0,41.0,31.0,2.0,7.0,1.0,28000.0,0.0,1
10321.0,42.0,28.0,1.0,7.0,1.0,23000.0,0.0,1
,,,,,,,,1
10323.0,41.0,28.0,1.0,1.0,6.0,25000.0,0.0,1
10323.0,42.0,27.0,2.0,1.0,6.0,57000.0,0.0,1
10323.0,43.0,3.0,1.0,7.0,6.0,0.0,0.0,1
10323.0,44.0,0.0,2.0,7.0,6.0,0.0,0.0,1
,,,,,,,,1
,,,,,,,,1
10326.0,41.0,65.0,2.0,1.0,1.0,0.0,0.0,1
10326.0,42.0,69.0,1.0,1.0,1.0,0.0,0.0,1
10327.0,41.0,35.0,1.0,1.0,1.0,103000.0,0.0,1
10327.0,42.0,35.0,2.0,1.0,1.0,0.0,0.0,1
10327.0,43.0,9.0,1.0,7.0,1.0,0.0,0.0,1
10327.0,44.0,6.0,2.0,7.0,1.0,0.0,0.0,1
10327.0,45.0,57.0,2.0,3.0,1.0,30000.0,0.0,1
,,,,,,,,1
10329.0,41.0,41.0,1.0,1.0,1.0,75000.0,0.0,1
10329.0,42.0,46.0,2.0,1.0,1.0,0.0,0.0,1
10329.0,43.0,6.0,2.0,7.0,1.0,0.0,0.0,1
10329.0,44.0,61.0,2.0,4.0,1.0,0.0,0.0,1
10330.0,41.0,41.0,1.0,1.0,1.0,15000.0,0.0,1
10330.0,42.0,45.0,2.0,1.0,1.0,60000.0,0.0,1
10330.0,43.0,18.0,2.0,7.0,1.0,0.0,0.0,1
10330.0,44.0,18.0,1.0,7.0,1.0,0.0,0.0,1
10330.0,45.0,18.0,1.0,7.0,1.0,0.0,0.0,1
10331.0,41.0,48.0,1.0,1.0,1.0,79000.0,0.0,1
10331.0,42.0,46.0,2.0,1.0,1.0,22000.0,0.0,1
10331.0,43.0,23.0,1.0,7.0,1.0,39000.0,0.0,1
10331.0,44.0,17.0,1.0,7.0,1.0,0.0,0.0,1
10332.0,41.0,74.0,1.0,5.0,1.0,60000.0,0.0,1
10332.0,42.0,16.0,1.0,7.0,1.0,0.0,0.0,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
10337.0,41.0,38.0,2.0,1.0,1.0,32000.0,0.0,1
10337.0,42.0,49.0,1.0,1.0,1.0,35000.0,0.0,1
10337.0,43.0,9.0,1.0,7.0,1.0,0.0,0.0,1
10337.0,44.0,7.0,2.0,7.0,1.0,0.0,0.0,1
10338.0,41.0,19.0,1.0,7.0,1.0,0.0,0.0,1
10338.0,42.0,51.0,2.0,1.0,1.0,12000.0,0.0,1
10338.0,43.0,49.0,1.0,1.0,1.0,100000.0,0.0,1
10339.0,41.0,31.0,1.0,1.0,1.0,600000.0,0.0,1
10339.0,42.0,31.0,2.0,1.0,1.0,65000.0,0.0,1
10339.0,43.0,2.0,2.0,7.0,1.0,0.0,0.0,1
10339.0,44.0,0.0,1.0,7.0,1.0,0.0,0.0,1
,,,,,,,,1
10341.0,41.0,39.0,2.0,7.0,1.0,0.0,0.0,1
10341.0,42.0,11.0,1.0,7.0,1.0,0.0,0.0,1
,,,,,,,,1
10343.0,41.0,44.0,2.0,5.0,1.0,88500.0,0.0,1
10343.0,42.0,19.0,2.0,7.0,1.0,0.0,0.0,1
10344.0,41.0,37.0,1.0,1.0,1.0,62000.0,0.0,1
10344.0,42.0,37.0,2.0,1.0,1.0,98800.0,0.0,1
10344.0,43.0,7.0,1.0,7.0,1.0,0.0,0.0,1
10344.0,44.0,7.0,1.0,7.0,1.0,0.0,0.0,1
10344.0,45.0,1.0,1.0,7.0,1.0,0.0,0.0,1
10345.0,41.0,49.0,2.0,1.0,1.0,25000.0,0.0,1
10345.0,42.0,52.0,1.0,1.0,1.0,65000.0,0.0,1
10345.0,43.0,22.0,2.0,7.0,1.0,0.0,0.0,1
10345.0,44.0,19.0,2.0,7.0,1.0,0.0,0.0,1
10345.0,45.0,14.0,2.0,7.0,1.0,0.0,0.0,1
10346.0,41.0,71.0,1.0,1.0,1.0,0.0,0.0,1
10346.0,42.0,66.0,2.0,1.0,1.0,0.0,0.0,1
10346.0,43.0,40.0,2.0,7.0,1.0,8500.0,0.0,1
10346.0,44.0,0.0,2.0,7.0,1.0,0.0,0.0,1
10347.0,41.0,74.0,2.0,1.0,1.0,0.0,0.0,1
10347.0,42.0,68.0,1.0,1.0,1.0,0.0,0.0,1
10347.0,43.0,20.0,1.0,7.0,1.0,10200.0,0.0,1
10347.0,44.0,42.0,2.0,5.0,1.0,15000.0,0.0,1
10347.0,45.0,9.0,1.0,7.0,1.0,0.0,0.0,1
,,,,,,,,1
10349.0,41.0,52.0,1.0,1.0,1.0,182000.0,0.0,1
10349.0,42.0,51.0,2.0,1.0,1.0,30000.0,0.0,1
10349.0,43.0,21.0,1.0,7.0,1.0,20000.0,0.0,1
10349.0,44.0,19.0,1.0,7.0,1.0,1500.0,0.0,1
10349.0,45.0,14.0,1.0,7.0,1.0,0.0,0.0,1
10350.0,41.0,55.0,2.0,1.0,1.0,0.0,0.0,1
10350.0,42.0,57.0,1.0,1.0,1.0,0.0,0.0,1
10350.0,43.0,26.0,2.0,7.0,1.0,35000.0,0.0,1
10350.0,44.0,16.0,1.0,7.0,1.0,0.0,0.0,1
10351.0,41.0,62.0,1.0,1.0,1.0,27500.0,0.0,1
10351.0,42.0,65.0,2.0,1.0,1.0,0.0,0.0,1
10351.0,43.0,40.0,2.0,1.0,1.0,27000.0,0.0,1
10351.0,44.0,44.0,1.0,1.0,1.0,200000.0,0.0,1
10351.0,45.0,15.0,1.0,7.0,1.0,0.0,0.0,1
10351.0,46.0,12.0,2.0,7.0,1.0,0.0,0.0,1
10352.0,41.0,65.0,2.0,6.0,2.0,9000.0,0.0,1
10352.0,42.0,46.0,1.0,7.0,2.0,0.0,0.0,1
10352.0,43.0,20.0,1.0,7.0,2.0,0.0,0.0,1
10352.0,44.0,15.0,1.0,7.0,2.0,0.0,0.0,1
10353.0,41.0,55.0,2.0,3.0,1.0,3000.0,0.0,1
10353.0,42.0,21.0,2.0,7.0,1.0,15001.0,0.0,1
10354.0,41.0,58.0,2.0,1.0,1.0,0.0,0.0,1
10354.0,42.0,57.0,1.0,1.0,1.0,65000.0,0.0,1
10354.0,43.0,15.0,1.0,7.0,1.0,0.0,0.0,1
10355.0,41.0,66.0,2.0,7.0,2.0,25000.0,0.0,1
10356.0,41.0,35.0,2.0,1.0,1.0,0.0,0.0,1
10356.0,42.0,37.0,1.0,1.0,1.0,28000.0,0.0,1
10356.0,43.0,2.0,1.0,7.0,1.0,0.0,0.0,1
10357.0,41.0,38.0,2.0,1.0,1.0,70000.0,0.0,1
10357.0,42.0,38.0,1.0,1.0,1.0,32000.0,0.0,1
10357.0,43.0,6.0,2.0,7.0,1.0,0.0,0.0,1
10357.0,44.0,1.0,2.0,7.0,1.0,0.0,0.0,1
10358.0,41.0,62.0,2.0,1.0,1.0,0.0,0.0,1
10358.0,42.0,66.0,1.0,1.0,1.0,0.0,0.0,1
10358.0,43.0,38.0,1.0,5.0,1.0,0.0,0.0,1
10358.0,44.0,12.0,2.0,7.0,1.0,0.0,0.0,1
10358.0,45.0,11.0,1.0,7.0,1.0,0.0,0.0,1
10359.0,41.0,58.0,1.0,1.0,1.0,20002.0,0.0,1
10359.0,42.0,53.0,2.0,1.0,1.0,300000.0,0.0,1
10359.0,43.0,20.0,1.0,7.0,1.0,0.0,0.0,1
10359.0,44.0,12.0,2.0,7.0,1.0,0.0,0.0,1
10360.0,41.0,58.0,2.0,1.0,1.0,225000.0,0.0,1
10360.0,42.0,53.0,1.0,1.0,1.0,110000.0,0.0,1
10360.0,43.0,13.0,2.0,7.0,1.0,0.0,0.0,1
10361.0,41.0,34.0,1.0,1.0,2.0,65000.0,0.0,1
10361.0,42.0,33.0,2.0,1.0,2.0,37000.0,0.0,1
10361.0,43.0,7.0,1.0,7.0,2.0,0.0,0.0,1
10361.0,44.0,5.0,1.0,7.0,2.0,0.0,0.0,1
10361.0,45.0,59.0,2.0,4.0,2.0,0.0,0.0,1
10362.0,41.0,37.0,2.0,1.0,4.0,9000.0,0.0,1
10362.0,42.0,37.0,1.0,1.0,4.0,58000.0,0.0,1
10362.0,43.0,2.0,2.0,7.0,4.0,0.0,0.0,1
